chrom	start	end	strand	trid	geneid
chr1	119619422	119624116	-	stmg_minus_chr1.35.1	stmg_minus_chr1.35
chr1	119625875	119626137	-	stmg_minus_chr1.35.1	stmg_minus_chr1.35
chr1	119647691	119647719	-	stmg_minus_chr1.35.1	stmg_minus_chr1.35
chr1	143419625	143419702	-	stmg_minus_chr1.36.1	stmg_minus_chr1.36
chr1	143420073	143420206	-	stmg_minus_chr1.36.1	stmg_minus_chr1.36
chr1	145286610	145286870	-	stmg_minus_chr1.37.1	stmg_minus_chr1.37
chr1	145287636	145287748	-	stmg_minus_chr1.37.1	stmg_minus_chr1.37
chr1	146321847	146321996	-	stmg_minus_chr1.38.1	stmg_minus_chr1.38
chr1	146325224	146325370	-	stmg_minus_chr1.38.1	stmg_minus_chr1.38
chr1	146328051	146328206	-	stmg_minus_chr1.38.1	stmg_minus_chr1.38
chr1	148772640	148772794	-	stmg_minus_chr1.39.1	stmg_minus_chr1.39
chr1	148776010	148776156	-	stmg_minus_chr1.39.1	stmg_minus_chr1.39
chr1	148778841	148779001	-	stmg_minus_chr1.39.1	stmg_minus_chr1.39
chr1	148784482	148784594	-	stmg_minus_chr1.39.1	stmg_minus_chr1.39
chr1	153297867	153298134	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153299113	153299231	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153302409	153302607	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153303857	153304009	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153304947	153305065	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153307066	153307267	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153310611	153310623	-	stmg_minus_chr1.40.1	stmg_minus_chr1.40
chr1	153373742	153373967	-	stmg_minus_chr1.41.1	stmg_minus_chr1.41
chr1	153374455	153374612	-	stmg_minus_chr1.41.1	stmg_minus_chr1.41
chr1	153375552	153375603	-	stmg_minus_chr1.41.1	stmg_minus_chr1.41
chr1	154924734	154925265	-	stmg_minus_chr1.42.1	stmg_minus_chr1.42
chr1	154926354	154926483	-	stmg_minus_chr1.42.1	stmg_minus_chr1.42
chr1	154929024	154929176	-	stmg_minus_chr1.42.1	stmg_minus_chr1.42
chr1	154932352	154932415	-	stmg_minus_chr1.42.1	stmg_minus_chr1.42
chr1	154936591	154936991	-	stmg_minus_chr1.42.1	stmg_minus_chr1.42
chr1	156668763	156673205	-	stmg_minus_chr1.43.1	stmg_minus_chr1.43
chr1	156673454	156673527	-	stmg_minus_chr1.43.1	stmg_minus_chr1.43
chr1	156675216	156675340	-	stmg_minus_chr1.43.1	stmg_minus_chr1.43
chr1	156676482	156677397	-	stmg_minus_chr1.43.1	stmg_minus_chr1.43
chr1	156712212	156712347	-	stmg_minus_chr1.44.1	stmg_minus_chr1.44
chr1	156712878	156713174	-	stmg_minus_chr1.44.1	stmg_minus_chr1.44
chr1	157092045	157093127	-	stmg_minus_chr1.45.1	stmg_minus_chr1.45
chr1	157097868	157097988	-	stmg_minus_chr1.45.1	stmg_minus_chr1.45
chr1	157098706	157098895	-	stmg_minus_chr1.45.1	stmg_minus_chr1.45
chr1	157099141	157099378	-	stmg_minus_chr1.45.1	stmg_minus_chr1.45
chr1	157099466	157099797	-	stmg_minus_chr1.45.1	stmg_minus_chr1.45
chr1	161765325	161765501	-	stmg_minus_chr1.46.1	stmg_minus_chr1.46
chr1	161765830	161766227	-	stmg_minus_chr1.46.1	stmg_minus_chr1.46
chr1	175904762	175905136	-	stmg_minus_chr1.47.1	stmg_minus_chr1.47
chr1	175908547	175908770	-	stmg_minus_chr1.47.1	stmg_minus_chr1.47
chr1	175920456	175920512	-	stmg_minus_chr1.47.1	stmg_minus_chr1.47
chr1	182054601	182058073	-	stmg_minus_chr1.48.1	stmg_minus_chr1.48
chr1	182061568	182061623	-	stmg_minus_chr1.48.1	stmg_minus_chr1.48
chr1	182062719	182064901	-	stmg_minus_chr1.49.1	stmg_minus_chr1.49
chr1	182068317	182068338	-	stmg_minus_chr1.49.1	stmg_minus_chr1.49
chr1	182598623	182600513	-	stmg_minus_chr1.50.1	stmg_minus_chr1.50
chr1	182601966	182602132	-	stmg_minus_chr1.50.1	stmg_minus_chr1.50
chr1	182602420	182602484	-	stmg_minus_chr1.50.1	stmg_minus_chr1.50
chr1	182603229	182603339	-	stmg_minus_chr1.50.1	stmg_minus_chr1.50
chr1	182604216	182604407	-	stmg_minus_chr1.50.1	stmg_minus_chr1.50
chr1	188869477	188869748	-	stmg_minus_chr1.51.1	stmg_minus_chr1.51
chr1	188887241	188887434	-	stmg_minus_chr1.51.1	stmg_minus_chr1.51
chr1	198597724	198597983	-	stmg_minus_chr1.52.1	stmg_minus_chr1.52
chr1	198598766	198598860	-	stmg_minus_chr1.52.1	stmg_minus_chr1.52
chr1	202878957	202881223	-	stmg_minus_chr1.53.1	stmg_minus_chr1.53
chr1	202888973	202889135	-	stmg_minus_chr1.53.1	stmg_minus_chr1.53
chr1	204154819	204155177	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204155820	204155918	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204156178	204156319	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204156677	204156796	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204157361	204157369	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204159399	204159595	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204160560	204160678	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204161292	204161415	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204162013	204162163	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	204166196	204166322	-	stmg_minus_chr1.54.1	stmg_minus_chr1.54
chr1	205302059	205304513	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205305199	205305331	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205306188	205306307	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205308165	205308230	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205308581	205308732	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205311705	205311825	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	205321398	205321789	-	stmg_minus_chr1.55.1	stmg_minus_chr1.55
chr1	211571568	211576289	-	stmg_minus_chr1.56.1	stmg_minus_chr1.56
chr1	211577991	211578742	-	stmg_minus_chr1.56.1	stmg_minus_chr1.56
chr1	212830202	212830261	-	stmg_minus_chr1.57.1	stmg_minus_chr1.57
chr1	212835873	212836187	-	stmg_minus_chr1.57.1	stmg_minus_chr1.57
chr1	212847580	212847622	-	stmg_minus_chr1.57.1	stmg_minus_chr1.57
chr1	215393687	215393767	-	stmg_minus_chr1.58.1	stmg_minus_chr1.58
chr1	215393959	215394399	-	stmg_minus_chr1.58.1	stmg_minus_chr1.58
chr1	218344198	218344462	-	stmg_minus_chr1.59.1	stmg_minus_chr1.59
chr1	218345175	218345388	-	stmg_minus_chr1.59.1	stmg_minus_chr1.59
chr1	218345603	218345677	-	stmg_minus_chr1.59.1	stmg_minus_chr1.59
chr1	219409684	219410267	-	stmg_minus_chr1.60.1	stmg_minus_chr1.60
chr1	219411718	219411941	-	stmg_minus_chr1.60.1	stmg_minus_chr1.60
chr1	219435152	219435413	-	stmg_minus_chr1.61.1	stmg_minus_chr1.61
chr1	219437056	219437173	-	stmg_minus_chr1.61.1	stmg_minus_chr1.61
chr1	219442572	219442637	-	stmg_minus_chr1.61.1	stmg_minus_chr1.61
chr1	225982702	225985523	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225987896	225988388	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225991243	225991363	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225992398	225992567	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225992891	225993002	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225995266	225995383	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	225999193	225999331	-	stmg_minus_chr1.62.1	stmg_minus_chr1.62
chr1	228384115	228384459	-	stmg_minus_chr1.63.1	stmg_minus_chr1.63
chr1	228384789	228384859	-	stmg_minus_chr1.63.1	stmg_minus_chr1.63
chr1	229092821	229093288	-	stmg_minus_chr1.64.1	stmg_minus_chr1.64
chr1	229094781	229094901	-	stmg_minus_chr1.64.1	stmg_minus_chr1.64
chr1	234979647	234980343	-	stmg_minus_chr1.65.1	stmg_minus_chr1.65
chr1	234980656	234980777	-	stmg_minus_chr1.65.1	stmg_minus_chr1.65
chr1	241995512	241996385	-	stmg_minus_chr1.66.1	stmg_minus_chr1.66
chr1	241998514	241998620	-	stmg_minus_chr1.66.1	stmg_minus_chr1.66
chr1	241998776	241998820	-	stmg_minus_chr1.66.1	stmg_minus_chr1.66
chr1	246540561	246541202	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246544521	246544681	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246548545	246548607	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246551213	246551302	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246556573	246556721	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246557381	246557534	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246564346	246564434	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	246565826	246566321	-	stmg_minus_chr1.67.1	stmg_minus_chr1.67
chr1	248484245	248484895	-	stmg_minus_chr1.68.1	stmg_minus_chr1.68
chr1	248485169	248485484	-	stmg_minus_chr1.68.1	stmg_minus_chr1.68
chr2	7725801	7725853	+	stmg_plus_chr2.1.1	stmg_plus_chr2.1
chr2	7730516	7730705	+	stmg_plus_chr2.1.1	stmg_plus_chr2.1
chr2	10878271	10878444	+	stmg_plus_chr2.2.1	stmg_plus_chr2.2
chr2	10884834	10885118	+	stmg_plus_chr2.2.1	stmg_plus_chr2.2
chr2	20052134	20052494	+	stmg_plus_chr2.3.1	stmg_plus_chr2.3
chr2	20054285	20054337	+	stmg_plus_chr2.3.1	stmg_plus_chr2.3
chr2	20451044	20451140	+	stmg_plus_chr2.4.1	stmg_plus_chr2.4
chr2	20452739	20452947	+	stmg_plus_chr2.4.1	stmg_plus_chr2.4
chr2	37326529	37326781	+	stmg_plus_chr2.5.1	stmg_plus_chr2.5
chr2	43838964	43839116	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43844507	43844608	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43846155	43846311	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43851584	43851822	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43852354	43852486	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43852599	43852868	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43871976	43872138	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43872223	43872306	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43873787	43873986	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43874407	43874483	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43875146	43875413	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43877561	43877688	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	43877776	43878463	+	stmg_plus_chr2.6.1	stmg_plus_chr2.6
chr2	44941899	44942910	+	stmg_plus_chr2.7.1	stmg_plus_chr2.7
chr2	44944568	44946076	+	stmg_plus_chr2.7.1	stmg_plus_chr2.7
chr2	62463133	62463318	+	stmg_plus_chr2.8.1	stmg_plus_chr2.8
chr2	62463839	62464067	+	stmg_plus_chr2.8.1	stmg_plus_chr2.8
chr2	70888290	70888348	+	stmg_plus_chr2.9.1	stmg_plus_chr2.9
chr2	70889476	70889588	+	stmg_plus_chr2.9.1	stmg_plus_chr2.9
chr2	70889821	70889874	+	stmg_plus_chr2.9.1	stmg_plus_chr2.9
chr2	70900590	70900868	+	stmg_plus_chr2.10.1	stmg_plus_chr2.10
chr2	70921098	70921285	+	stmg_plus_chr2.10.1	stmg_plus_chr2.10
chr2	70932767	70933446	+	stmg_plus_chr2.10.1	stmg_plus_chr2.10
chr2	73784375	73784406	+	stmg_plus_chr2.11.1	stmg_plus_chr2.11
chr2	73813477	73814226	+	stmg_plus_chr2.11.1	stmg_plus_chr2.11
chr2	73815071	73817028	+	stmg_plus_chr2.11.1	stmg_plus_chr2.11
chr2	73985132	73985157	+	stmg_plus_chr2.12.1	stmg_plus_chr2.12
chr2	73985980	73986343	+	stmg_plus_chr2.12.1	stmg_plus_chr2.12
chr2	74940258	74940739	+	stmg_plus_chr2.13.1	stmg_plus_chr2.13
chr2	74941887	74942670	+	stmg_plus_chr2.13.1	stmg_plus_chr2.13
chr2	85889281	85889803	+	stmg_plus_chr2.14.1	stmg_plus_chr2.14
chr2	85890722	85890965	+	stmg_plus_chr2.14.1	stmg_plus_chr2.14
chr2	87700984	87701053	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87704333	87704600	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87705880	87705970	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87707762	87707910	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87713359	87713437	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87714048	87714084	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87714179	87714249	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87716612	87716790	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87719807	87720021	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87722301	87722419	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87725937	87726208	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87732387	87732621	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87735674	87735765	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87737718	87737852	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	87738023	87738105	+	stmg_plus_chr2.15.1	stmg_plus_chr2.15
chr2	88691646	88691983	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88698484	88698544	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88700009	88700064	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88729278	88729337	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88734552	88734616	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88735669	88735737	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88736535	88736676	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88737977	88738076	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	88749981	88750935	+	stmg_plus_chr2.16.1	stmg_plus_chr2.16
chr2	91776048	91776107	+	stmg_plus_chr2.17.1	stmg_plus_chr2.17
chr2	91780410	91780587	+	stmg_plus_chr2.17.1	stmg_plus_chr2.17
chr2	95594054	95594425	+	stmg_plus_chr2.18.1	stmg_plus_chr2.18
chr2	95595050	95595145	+	stmg_plus_chr2.19.1	stmg_plus_chr2.19
chr2	95596202	95596432	+	stmg_plus_chr2.19.1	stmg_plus_chr2.19
chr2	95597329	95597351	+	stmg_plus_chr2.19.1	stmg_plus_chr2.19
chr2	95597880	95597977	+	stmg_plus_chr2.19.1	stmg_plus_chr2.19
chr2	95599092	95599778	+	stmg_plus_chr2.19.1	stmg_plus_chr2.19
chr2	95666092	95666403	+	stmg_plus_chr2.20.1	stmg_plus_chr2.20
chr2	95667917	95668704	+	stmg_plus_chr2.20.1	stmg_plus_chr2.20
chr2	106369724	106369869	+	stmg_plus_chr2.21.1	stmg_plus_chr2.21
chr2	106370939	106371159	+	stmg_plus_chr2.21.1	stmg_plus_chr2.21
chr2	106372234	106372443	+	stmg_plus_chr2.21.1	stmg_plus_chr2.21
chr2	106376451	106376545	+	stmg_plus_chr2.21.1	stmg_plus_chr2.21
chr2	106377965	106378032	+	stmg_plus_chr2.21.1	stmg_plus_chr2.21
chr2	113406428	113406450	+	stmg_plus_chr2.22.1	stmg_plus_chr2.22
chr2	113406575	113406869	+	stmg_plus_chr2.22.1	stmg_plus_chr2.22
chr2	113424495	113424575	+	stmg_plus_chr2.23.1	stmg_plus_chr2.23
chr2	113424898	113425320	+	stmg_plus_chr2.23.1	stmg_plus_chr2.23
chr2	113514985	113515278	+	stmg_plus_chr2.24.1	stmg_plus_chr2.24
chr2	120346143	120346636	+	stmg_plus_chr2.25.1	stmg_plus_chr2.25
chr2	120349099	120351808	+	stmg_plus_chr2.25.1	stmg_plus_chr2.25
chr2	127389132	127389185	+	stmg_plus_chr2.26.1	stmg_plus_chr2.26
chr2	127397947	127400563	+	stmg_plus_chr2.26.1	stmg_plus_chr2.26
chr2	136077952	136077994	+	stmg_plus_chr2.27.1	stmg_plus_chr2.27
chr2	136078148	136078513	+	stmg_plus_chr2.27.1	stmg_plus_chr2.27
chr2	139477492	139477742	+	stmg_plus_chr2.28.1	stmg_plus_chr2.28
chr2	170784646	170784833	+	stmg_plus_chr2.29.1	stmg_plus_chr2.29
chr2	170792863	170792920	+	stmg_plus_chr2.29.1	stmg_plus_chr2.29
chr2	170798041	170798112	+	stmg_plus_chr2.29.1	stmg_plus_chr2.29
chr2	170798770	170798971	+	stmg_plus_chr2.29.1	stmg_plus_chr2.29
chr2	195533037	195533243	+	stmg_plus_chr2.30.1	stmg_plus_chr2.30
chr2	195538041	195538681	+	stmg_plus_chr2.30.1	stmg_plus_chr2.30
chr2	207662375	207662522	+	stmg_plus_chr2.31.1	stmg_plus_chr2.31
chr2	207666681	207667024	+	stmg_plus_chr2.31.1	stmg_plus_chr2.31
chr2	234682668	234682768	+	stmg_plus_chr2.32.1	stmg_plus_chr2.32
chr2	234695649	234695748	+	stmg_plus_chr2.32.1	stmg_plus_chr2.32
chr2	234717635	234717764	+	stmg_plus_chr2.32.1	stmg_plus_chr2.32
chr2	241690414	241690653	+	stmg_plus_chr2.33.1	stmg_plus_chr2.33
chr2	241694115	241694289	+	stmg_plus_chr2.33.1	stmg_plus_chr2.33
chr2	241844380	241844478	+	stmg_plus_chr2.34.1	stmg_plus_chr2.34
chr2	241844565	241845036	+	stmg_plus_chr2.34.1	stmg_plus_chr2.34
chr2	1620514	1621979	-	stmg_minus_chr2.1.1	stmg_minus_chr2.1
chr2	1625249	1625419	-	stmg_minus_chr2.1.1	stmg_minus_chr2.1
chr2	11357515	11358036	-	stmg_minus_chr2.2.1	stmg_minus_chr2.2
chr2	11365098	11365633	-	stmg_minus_chr2.2.1	stmg_minus_chr2.2
chr2	20499631	20500091	-	stmg_minus_chr2.3.1	stmg_minus_chr2.3
chr2	28448219	28448859	-	stmg_minus_chr2.4.1	stmg_minus_chr2.4
chr2	45005187	45006485	-	stmg_minus_chr2.5.1	stmg_minus_chr2.5
chr2	45008551	45009428	-	stmg_minus_chr2.5.1	stmg_minus_chr2.5
chr2	64087857	64088226	-	stmg_minus_chr2.6.1	stmg_minus_chr2.6
chr2	64846133	64847612	-	stmg_minus_chr2.7.1	stmg_minus_chr2.7
chr2	64847797	64847877	-	stmg_minus_chr2.7.1	stmg_minus_chr2.7
chr2	64848272	64848363	-	stmg_minus_chr2.7.1	stmg_minus_chr2.7
chr2	64849440	64849547	-	stmg_minus_chr2.7.1	stmg_minus_chr2.7
chr2	64863414	64863622	-	stmg_minus_chr2.7.1	stmg_minus_chr2.7
chr2	64901840	64904620	-	stmg_minus_chr2.8.1	stmg_minus_chr2.8
chr2	64904991	64905137	-	stmg_minus_chr2.8.1	stmg_minus_chr2.8
chr2	68459420	68464370	-	stmg_minus_chr2.9.1	stmg_minus_chr2.9
chr2	68464840	68465178	-	stmg_minus_chr2.9.1	stmg_minus_chr2.9
chr2	68466144	68466470	-	stmg_minus_chr2.9.1	stmg_minus_chr2.9
chr2	68467211	68467258	-	stmg_minus_chr2.9.1	stmg_minus_chr2.9
chr2	68865512	68866571	-	stmg_minus_chr2.10.1	stmg_minus_chr2.10
chr2	68871025	68871498	-	stmg_minus_chr2.10.1	stmg_minus_chr2.10
chr2	70124072	70124425	-	stmg_minus_chr2.11.1	stmg_minus_chr2.11
chr2	70125046	70125317	-	stmg_minus_chr2.11.1	stmg_minus_chr2.11
chr2	70830221	70831200	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	70831701	70831819	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	70832900	70833051	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	70833646	70834020	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	70835491	70835607	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	70835704	70835788	-	stmg_minus_chr2.12.1	stmg_minus_chr2.12
chr2	71182739	71188535	-	stmg_minus_chr2.13.1	stmg_minus_chr2.13
chr2	71189845	71190021	-	stmg_minus_chr2.13.1	stmg_minus_chr2.13
chr2	71202452	71202600	-	stmg_minus_chr2.13.1	stmg_minus_chr2.13
chr2	71226928	71227083	-	stmg_minus_chr2.13.1	stmg_minus_chr2.13
chr2	73640832	73641702	-	stmg_minus_chr2.14.1	stmg_minus_chr2.14
chr2	73642318	73642392	-	stmg_minus_chr2.14.1	stmg_minus_chr2.14
chr2	87031815	87031898	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87032069	87032203	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87034152	87034243	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87037294	87037528	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87043713	87043984	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87047188	87047306	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87049589	87049803	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87052814	87053035	-	stmg_minus_chr2.15.1	stmg_minus_chr2.15
chr2	87118534	87118617	-	stmg_minus_chr2.16.1	stmg_minus_chr2.16
chr2	87118792	87118926	-	stmg_minus_chr2.16.1	stmg_minus_chr2.16
chr2	87120888	87120980	-	stmg_minus_chr2.16.1	stmg_minus_chr2.16
chr2	87980727	87980789	-	stmg_minus_chr2.17.1	stmg_minus_chr2.17
chr2	87985727	87985914	-	stmg_minus_chr2.17.1	stmg_minus_chr2.17
chr2	87989109	87989169	-	stmg_minus_chr2.17.1	stmg_minus_chr2.17
chr2	87989696	87989836	-	stmg_minus_chr2.17.1	stmg_minus_chr2.17
chr2	87992724	87992858	-	stmg_minus_chr2.17.1	stmg_minus_chr2.17
chr2	96307310	96307406	-	stmg_minus_chr2.18.1	stmg_minus_chr2.18
chr2	96321136	96321730	-	stmg_minus_chr2.18.1	stmg_minus_chr2.18
chr2	96527970	96528183	-	stmg_minus_chr2.19.1	stmg_minus_chr2.19
chr2	96529734	96529849	-	stmg_minus_chr2.19.1	stmg_minus_chr2.19
chr2	96532227	96532298	-	stmg_minus_chr2.19.1	stmg_minus_chr2.19
chr2	96812239	96812489	-	stmg_minus_chr2.20.1	stmg_minus_chr2.20
chr2	96813494	96813656	-	stmg_minus_chr2.20.1	stmg_minus_chr2.20
chr2	109758813	109759556	-	stmg_minus_chr2.21.1	stmg_minus_chr2.21
chr2	109760300	109760363	-	stmg_minus_chr2.21.1	stmg_minus_chr2.21
chr2	112641832	112641982	-	stmg_minus_chr2.22.1	stmg_minus_chr2.22
chr2	112642083	112642189	-	stmg_minus_chr2.22.1	stmg_minus_chr2.22
chr2	112643179	112643293	-	stmg_minus_chr2.22.1	stmg_minus_chr2.22
chr2	112643959	112644015	-	stmg_minus_chr2.22.1	stmg_minus_chr2.22
chr2	112644099	112645690	-	stmg_minus_chr2.22.1	stmg_minus_chr2.22
chr2	112773915	112775267	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112777987	112778111	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112779496	112779666	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112781604	112781826	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112782716	112782764	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112783724	112783778	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	112784443	112784511	-	stmg_minus_chr2.23.1	stmg_minus_chr2.23
chr2	120542911	120543326	-	stmg_minus_chr2.24.1	stmg_minus_chr2.24
chr2	120544217	120544298	-	stmg_minus_chr2.24.1	stmg_minus_chr2.24
chr2	131461821	131462125	-	stmg_minus_chr2.25.1	stmg_minus_chr2.25
chr2	131463341	131463615	-	stmg_minus_chr2.25.1	stmg_minus_chr2.25
chr2	139824923	139825156	-	stmg_minus_chr2.26.1	stmg_minus_chr2.26
chr2	139825841	139825876	-	stmg_minus_chr2.26.1	stmg_minus_chr2.26
chr2	145569376	145569901	-	stmg_minus_chr2.27.1	stmg_minus_chr2.27
chr2	145573324	145573387	-	stmg_minus_chr2.27.1	stmg_minus_chr2.27
chr2	145577779	145577902	-	stmg_minus_chr2.27.1	stmg_minus_chr2.27
chr2	145587988	145588001	-	stmg_minus_chr2.27.1	stmg_minus_chr2.27
chr2	196805014	196805408	-	stmg_minus_chr2.28.1	stmg_minus_chr2.28
chr2	196807424	196807622	-	stmg_minus_chr2.28.1	stmg_minus_chr2.28
chr2	196809214	196810261	-	stmg_minus_chr2.28.1	stmg_minus_chr2.28
chr2	197379738	197380255	-	stmg_minus_chr2.29.1	stmg_minus_chr2.29
chr2	197380285	197380317	-	stmg_minus_chr2.30.1	stmg_minus_chr2.30
chr2	197380645	197380865	-	stmg_minus_chr2.30.1	stmg_minus_chr2.30
chr2	207762586	207768994	-	stmg_minus_chr2.31.1	stmg_minus_chr2.31
chr2	207769265	207769563	-	stmg_minus_chr2.31.1	stmg_minus_chr2.31
chr2	208128147	208128475	-	stmg_minus_chr2.32.1	stmg_minus_chr2.32
chr2	208129441	208129683	-	stmg_minus_chr2.32.1	stmg_minus_chr2.32
chr2	208129784	208129824	-	stmg_minus_chr2.32.1	stmg_minus_chr2.32
chr2	222570536	222572022	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222599928	222600083	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222613811	222613928	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222619645	222619737	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222623650	222623730	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222624272	222624479	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222624714	222624775	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222628837	222628888	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222630113	222630174	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222631604	222631674	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222633199	222633307	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222634391	222634541	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
chr2	222639580	222639695	-	stmg_minus_chr2.33.1	stmg_minus_chr2.33
